L4 country,L5 province,L6 district,Abbreviation,Notes,ISOcode,Swedish county,Swedish municipality,Decimal latitude,Decimal longitude,Notes,Category
Sweden,Småland (Kalmar),Fliseryd,,,SE,Kalmar län,Mönsterås,57.1228914690467,16.2678411808858,,L6 district
Sweden,Småland (Kalmar),Frödinge,,,SE,Kalmar län,Vimmerby,57.6990799058495,16.0035622543909,,L6 district
Sweden,Småland (Kalmar),Fågelfors,,,SE,Kalmar län,Högsby,57.2077293033819,15.8574290225738,,L6 district
Sweden,Småland (Kalmar),Förlösa,,,SE,Kalmar län,Kalmar,56.7479804383426,16.255947122591,,L6 district
Sweden,Småland (Kalmar),Gamleby,,,SE,Kalmar län,Västervik,57.8965131437213,16.4017957031007,,L6 district
Sweden,Småland (Kalmar),Gladhammar,,,SE,Kalmar län,Västervik,57.7098429324605,16.4555320999807,,L6 district
Sweden,Småland (Kalmar),Gullabo,,,SE,Kalmar län,Torsås,56.4638543841264,15.8109547916782,,L6 district
Sweden,Småland (Kalmar),Gärdserum,,,SE,Östergötlands län,Åtvidaberg,58.1596460194096,16.1716020471781,,L6 district
Sweden,Småland (Kalmar),Hagby,,,SE,Kalmar län,Kalmar,56.5547867437367,16.1797142784891,,L6 district
Sweden,Småland (Kalmar),Hallingeberg,,,SE,Kalmar län,Västervik,57.831244228505,16.2507116649881,,L6 district
Sweden,Småland (Kalmar),Halltorp,,,SE,Kalmar län,Kalmar,56.4994339531861,16.1131914682898,,L6 district
Sweden,Småland (Kalmar),Hannäs,,,SE,Östergötlands län,Åtvidaberg,58.1530396009026,16.3290111147354,,L6 district
Sweden,Småland (Kalmar),Hjorted,,,SE,Kalmar län,Västervik,57.6197558898731,16.3107489208351,,L6 district
Sweden,Småland (Kalmar),Hossmo,,,SE,Kalmar län,Kalmar,56.6373438448907,16.2283133498405,,L6 district
Sweden,Småland (Kalmar),Hultsfred,,,SE,Kalmar län,Hultsfred,57.4962374148021,15.8507606192499,,L6 district
Sweden,Småland (Kalmar),Högsby,,,SE,Kalmar län,Högsby,57.1649436527354,16.0272029407856,,L6 district
Sweden,Småland (Kalmar),Järeda,,,SE,Kalmar län,Hultsfred,57.4038360904821,15.6057153953256,,L6 district
Sweden,Småland (Kalmar),Kalmar,,Kalmar domkyrkofg + Heliga korset + Sankta Birgitta + Sankt Johannes + Två systrar,SE,Kalmar län,Kalmar,56.6646085055334,16.3683830792151,Kalmar domkyrkofg + Heliga korset + Sankta Birgitta + Sankt Johannes + Två systrar,L6 district
Sweden,Småland (Kalmar),Karlslunda,,,SE,Kalmar län,Kalmar,56.5688891620396,15.9203567514126,,L6 district
Sweden,Småland (Kalmar),Kläckeberga,,,SE,Kalmar län,Kalmar,56.7077854263872,16.2904635502775,,L6 district
Sweden,Småland (Kalmar),Kristdala,,,SE,Kalmar län,Oskarshamn,57.4001344440838,16.2043460178475,,L6 district
Sweden,Småland (Kalmar),Kristvalla,,,SE,Kalmar län,Nybro,56.8171225074273,16.0402045081955,,L6 district
Sweden,Småland (Kalmar),Kråksmåla,,,SE,Kalmar län,Nybro,57.0224113711015,15.8561138958854,,L6 district
Sweden,Småland (Kalmar),Ljungby,,,SE,Kalmar län,Kalmar,56.632608197622,16.1720041140744,,L6 district
Sweden,Småland (Kalmar),Locknevi,,,SE,Kalmar län,Vimmerby,57.7979186715015,16.0827394938251,,L6 district
Sweden,Småland (Kalmar),Lofta,,,SE,Kalmar län,Västervik,57.9369551907442,16.4662843643516,,L6 district
Sweden,Småland (Kalmar),Loftahammar,,,SE,Kalmar län,Västervik,57.9079710159881,16.7024823414159,,L6 district
Sweden,Småland (Kalmar),Långemåla,,,SE,Kalmar län,Högsby,57.0809145087402,16.1813609559233,,L6 district
Sweden,Småland (Kalmar),Lönneberga,,,SE,Kalmar län,Hultsfred,57.5352421064049,15.6977244649853,,L6 district
Sweden,Småland (Kalmar),Madesjö,,,SE,Kalmar län,Nybro,56.7414322398058,15.8840310232529,,L6 district
Sweden,Småland (Kalmar),Misterhult,,,SE,Kalmar län,Oskarshamn,57.4651155856547,16.5492460703883,,L6 district
Sweden,Småland (Kalmar),Mortorp,,,SE,Kalmar län,Kalmar,56.588510826248,16.0877824273714,,L6 district
Sweden,Småland (Kalmar),Målilla med Gårdveda,,,SE,Kalmar län,Hultsfred,57.3865856263219,15.7990316428829,,L6 district
Sweden,Småland (Kalmar),Mönsterås,,,SE,Kalmar län,Mönsterås,57.0428823475408,16.4493101633697,,L6 district
Sweden,Småland (Kalmar),Mörlunda,,,SE,Kalmar län,Hultsfred,57.3185136949718,15.8572116018733,,L6 district
Sweden,Småland (Kalmar),Nybro,,,SE,Kalmar län,Nybro,56.7440997907492,15.9197827025577,,L6 district
Sweden,Småland (Kalmar),Odensvi,,,SE,Kalmar län,Västervik,57.8971311984246,16.1707206062269,,L6 district
Sweden,Småland (Kalmar),Oskar,,,SE,Kalmar län,Nybro,56.6208141579683,15.8348493584245,,L6 district
Sweden,Småland (Kalmar),Oskarshamn,,,SE,Kalmar län,Oskarshamn,57.2635119086148,16.4539165807604,,L6 district
Sweden,Småland (Kalmar),Pelarne,,,SE,Kalmar län,Vimmerby,57.6274642253684,15.7154396037067,,L6 district
Sweden,Småland (Kalmar),Rumskulla,,,SE,Kalmar län,Vimmerby,57.6760515059534,15.5940418622138,,L6 district
Sweden,Småland (Kalmar),Ryssby,,,SE,Kalmar län,Kalmar,56.8021694844634,16.3541275642958,,L6 district
Sweden,Småland (Kalmar),Sankt Sigfrid,,,SE,Kalmar län,Nybro,56.6935210617901,16.0094259766934,,L6 district
Sweden,Småland (Kalmar),Söderåkra,,,SE,Kalmar län,Torsås,56.446036781858,16.074410992883,,L6 district
Sweden,Småland (Kalmar),Södra Vi,,,SE,Kalmar län,Vimmerby,57.7438156619646,15.8028031337468,,L6 district
Sweden,Småland (Kalmar),Torsås,,,SE,Kalmar län,Torsås,56.4149214396025,15.9973565219819,,L6 district
Sweden,Småland (Kalmar),Tryserum,,,SE,Östergötlands län,Valdemarsvik,58.1468625764292,16.6052893115626,,L6 district
Sweden,Småland (Kalmar),Tuna,,,SE,Kalmar län,Vimmerby,57.5665940155028,16.1353435611489,,L6 district
Sweden,Småland (Kalmar),Tveta,,,SE,Kalmar län,Hultsfred,57.3251685278133,15.8160641108153,,L6 district
Sweden,Småland (Kalmar),Törnsfall,,,SE,Kalmar län,Västervik,57.8035750338071,16.4664448405314,,L6 district
Sweden,Småland (Kalmar),Ukna,,,SE,Kalmar län,Västervik,58.0797225773634,16.3545732648658,,L6 district
Sweden,Småland (Kalmar),Vena,,,SE,Kalmar län,Hultsfred,57.5237820486183,15.970024629325,,L6 district
Sweden,Småland (Kalmar),Vimmerby,,,SE,Kalmar län,Vimmerby,57.6660207528471,15.8605944401337,,L6 district
Sweden,Småland (Kalmar),Virserum,,,SE,Kalmar län,Hultsfred,57.3192916009159,15.588170298967,,L6 district
Sweden,Småland (Kalmar),Vissefjärda,,,SE,Kalmar län,Emmaboda,56.5334628688352,15.602614825457,,L6 district
Sweden,Småland (Kalmar),Voxtorp,,,SE,Kalmar län,Kalmar,56.5385642191333,16.1456283988918,,L6 district
Sweden,Småland (Kalmar),Västervik,,,SE,Kalmar län,Västervik,57.7560701857157,16.6419274212958,,L6 district
Sweden,Småland (Kalmar),Västra Ed,,,SE,Kalmar län,Västervik,58.0136285360067,16.4793321078948,,L6 district
Sweden,Småland (Kalmar),Västrum,,,SE,Kalmar län,Västervik,57.6592427822072,16.5769075779039,,L6 district
Sweden,Småland (Kalmar),Åby,,,SE,Kalmar län,Kalmar,56.7813192938831,16.2897374309769,,L6 district
Sweden,Småland (Kalmar),Ålem,,,SE,Kalmar län,Mönsterås,56.9559942801083,16.4066409520978,,L6 district
Sweden,Småland (Kalmar),Örsjö,,,SE,Kalmar län,Nybro,56.700246768153,15.7558390251922,,L6 district
Sweden,Småland (Kalmar),Östra Ed,,,SE,Östergötlands län,Valdemarsvik,58.0286457812163,16.6724327379485,,L6 district
Sweden,Småland (Kalmar),Överum,,,SE,Kalmar län,Västervik,57.9882397310891,16.3217987682765,,L6 district
Sweden,Södermanland,,Srm,,SE,,,,,,L5 province
Sweden,Södermanland,Aspö,,inkl del av fd Arnö,SE,Södermanlands län,Strängnäs,59.4838341018217,17.0492724687964,inkl del av fd Arnö,L6 district
Sweden,Södermanland,Barva,,,SE,Södermanlands län,Eskilstuna,59.3720952067669,16.7913439183112,,L6 district
Sweden,Södermanland,Bergshammar,,,SE,Södermanlands län,Nyköping,58.7426127995382,16.9067515620573,,L6 district
Sweden,Södermanland,Bettna,,,SE,Södermanlands län,Flen,58.9140408387892,16.6383704101206,,L6 district
Sweden,Södermanland,Björkvik,,,SE,Södermanlands län,Katrineholm,58.8345589529059,16.523152959693,,L6 district
Sweden,Södermanland,Björnlunda,,,SE,Södermanlands län,Gnesta,59.0736443369512,17.1499242482648,,L6 district
Sweden,Södermanland,Blacksta,,,SE,Södermanlands län,Flen,58.9586903619165,16.6371662322779,,L6 district
Sweden,Södermanland,Botkyrka,,,SE,Stockholms län,Botkyrka,59.2394833537263,17.8216122011977,,L6 district
Sweden,Södermanland,Brännkyrka,,,SE,Stockholms län,Stockholm,59.2826782886322,18.0266625010276,,L6 district
Sweden,Södermanland,Bälinge,,,SE,Södermanlands län,Nyköping,58.8443055043916,17.2995708048388,,L6 district
Sweden,Södermanland,Bärbo,,,SE,Södermanlands län,Nyköping,58.8357583130717,16.8784008102415,,L6 district
Sweden,Södermanland,Dalarö,,,SE,Stockholms län,Haninge,59.131227927791,18.4094970821217,,L6 district
Sweden,Södermanland,Dunker,,,SE,Södermanlands län,Flen,59.1649181116234,16.818423357685,,L6 district
Sweden,Södermanland,Enhörna,,fd Ytterenhörna + fd Överenhörna,SE,Stockholms län,Södertälje,59.2536394180315,17.4948346128718,fd Ytterenhörna + fd Överenhörna,L6 district
Sweden,Södermanland,Enskede,,,SE,Stockholms län,Stockholm,59.2849167189402,18.0848018362194,,L6 district
Sweden,Södermanland,Eskilstuna,,Fors + Kloster,SE,Södermanlands län,Eskilstuna,59.3678636651869,16.5194058257739,Fors + Kloster,L6 district
Sweden,Södermanland,Farsta,,,SE,Stockholms län,Stockholm,59.2595072621416,18.0874734547876,,L6 district
Sweden,Södermanland,Flemingsberg,,utbruten ur Huddinge,SE,Stockholms län,Huddinge,59.2242495111386,17.9423236576976,utbruten ur Huddinge,L6 district
Sweden,Södermanland,Flen,,,SE,Södermanlands län,Flen,59.0480831570766,16.5979484954252,,L6 district
Sweden,Södermanland,Floda,,,SE,Södermanlands län,Katrineholm,59.0677782979666,16.3651099696833,,L6 district
Sweden,Södermanland,Fogdö,,,SE,Södermanlands län,Strängnäs,59.4239776685771,16.9012246022719,,L6 district
Sweden,Södermanland,Forssa,,,SE,Södermanlands län,Flen,58.9964055265051,16.7382446644107,,L6 district
Sweden,Södermanland,Frustuna-Kattnäs,,,SE,Södermanlands län,Gnesta,59.0588815226081,17.3112856890473,,L6 district
Sweden,Södermanland,Gillberga,,,SE,Södermanlands län,Eskilstuna,59.3026162837557,16.385971786647,,L6 district
Sweden,Södermanland,Gryt,,,SE,Södermanlands län,Gnesta,59.1024083155868,16.9976027255554,,L6 district
Sweden,Södermanland,Grödinge,,,SE,Stockholms län,Botkyrka,59.1439486450117,17.7901117231009,,L6 district
Sweden,Södermanland,Gåsinge-Dillnäs,,,SE,Södermanlands län,Gnesta,59.0896831543281,17.2100330055557,,L6 district
Sweden,Södermanland,Halla,,,SE,Södermanlands län,Nyköping,58.8586493815915,16.6288120274953,,L6 district
Sweden,Södermanland,Hammarby,,,SE,Södermanlands län,Eskilstuna,59.4063327563266,16.597729150109,,L6 district
Sweden,Södermanland,Helgarö,,,SE,Södermanlands län,Strängnäs,59.4331791653369,16.8060334002641,,L6 district
Sweden,Södermanland,Helgesta,,,SE,Södermanlands län,Flen,59.0314186111116,16.7934293340455,,L6 district
Sweden,Södermanland,Huddinge,,,SE,Stockholms län,Huddinge,59.2405316513161,17.9883562525238,,L6 district
Sweden,Södermanland,Husby-Oppunda,,,SE,Södermanlands län,Nyköping,58.9093011729435,16.8070991952447,,L6 district
Sweden,Södermanland,Husby-Rekarne,,,SE,Södermanlands län,Eskilstuna,59.3149251963874,16.4547427444726,,L6 district
Sweden,Södermanland,Hyltinge,,,SE,Södermanlands län,Flen,59.0895277827532,16.8157351475312,,L6 district
Sweden,Södermanland,Hägersten,,,SE,Stockholms län,Stockholm,59.3044443993832,18.0056881006024,,L6 district
Sweden,Södermanland,Hällby,,,SE,Södermanlands län,Eskilstuna,59.3904641437098,16.4328412502787,,L6 district
Sweden,Södermanland,Härad,,,SE,Södermanlands län,Strängnäs,59.3603502904421,16.9126846627833,,L6 district
Sweden,Södermanland,Hölö,,,SE,Stockholms län,Södertälje,59.0134594019154,17.5925651752067,,L6 district
Sweden,Södermanland,Julita,,,SE,Södermanlands län,Katrineholm,59.1423091837465,16.0573044773683,,L6 district
Sweden,Södermanland,Jäder,,,SE,Södermanlands län,Eskilstuna,59.4101780343458,16.6938730480267,,L6 district
Sweden,Södermanland,Katrineholm,,,SE,Södermanlands län,Katrineholm,58.9991769150865,16.209256667682,,L6 district
Sweden,Södermanland,Kila,,,SE,Södermanlands län,Nyköping,58.746196737387,16.552173908041,,L6 district
Sweden,Södermanland,Kjula,,,SE,Södermanlands län,Eskilstuna,59.3974819477809,16.6780139692403,,L6 district
Sweden,Södermanland,Kung Karl,,här ligger Kungsör,SE,Västmanlands län,Kungsör,59.4253956459114,16.100731762918,här ligger Kungsör,L6 district
Sweden,Södermanland,Kvarsebo,,,SE,Östergötlands län,Norrköping,58.6453448078025,16.6291586158709,,L6 district
Sweden,Södermanland,Lerbo,,,SE,Södermanlands län,Katrineholm,58.9805605117692,16.4289204968868,,L6 district
Sweden,Södermanland,Lid,,,SE,Södermanlands län,Nyköping,58.9124573694675,16.9936885416313,,L6 district
Sweden,Södermanland,Lilla Malma,,,SE,Södermanlands län,Flen,59.1354553564914,16.7296251797471,,L6 district
Sweden,Södermanland,Lista,,,SE,Södermanlands län,Eskilstuna,59.3157312946181,16.2667002387431,,L6 district
Sweden,Södermanland,Ludgo-Spelvik,,fd Ludgo + fd Spelvik,SE,Södermanlands län,Nyköping,58.9166995926832,17.136488956863,fd Ludgo + fd Spelvik,L6 district
Sweden,Södermanland,Lunda,,,SE,Södermanlands län,Nyköping,58.7435421983719,16.7421259099737,,L6 district
Sweden,Södermanland,Länna,,,SE,Södermanlands län,Strängnäs,59.2822536400937,16.9876566303568,,L6 district
Sweden,Södermanland,Lästringe,,"inkl fd Bogsta, Sättersta & Torsåker",SE,Södermanlands län,Nyköping,58.9028899293221,17.3149887624553,"inkl fd Bogsta, Sättersta & Torsåker",L6 district
Sweden,Södermanland,Mariefred,,inkl fd Kärnbo,SE,Södermanlands län,Strängnäs,59.259011323704,17.2274853163858,inkl fd Kärnbo,L6 district
Sweden,Södermanland,Mellösa,,,SE,Södermanlands län,Flen,59.099762021225,16.5571986413177,,L6 district
Sweden,Södermanland,Muskö,,,SE,Stockholms län,Haninge,58.9985389418307,18.1323719348776,,L6 district
Sweden,Södermanland,Mörkö,,,SE,Stockholms län,Södertälje,58.9993851826438,17.6667989723937,,L6 district
Sweden,Södermanland,Nacka,,,SE,Stockholms län,Nacka,59.307648313538,18.1466207775371,,L6 district
Sweden,Södermanland,Nykyrka,,,SE,Södermanlands län,Nyköping,58.8312541545136,16.7487962323974,,L6 district
Sweden,Södermanland,Nyköping,,Sankt Nicolai + Nyköpings Alla Helgiona,SE,Södermanlands län,Nyköping,58.7540131084385,17.0127059853402,Sankt Nicolai + Nyköpings Alla Helgiona,L6 district
Sweden,Södermanland,Nynäshamn,,,SE,Stockholms län,Nynäshamn,58.9029217821898,17.9541344285201,,L6 district
Sweden,Södermanland,Nämdö,,,SE,Stockholms län,Värmdö,59.1847393806789,18.6979043505112,,L6 district
Sweden,Södermanland,Näshulta,,,SE,Södermanlands län,Eskilstuna,59.2274925609902,16.3517344499113,,L6 district
Sweden,Södermanland,Ornö,,,SE,Stockholms län,Haninge,59.0529337168534,18.4341909025928,,L6 district
Sweden,Södermanland,Oxelösund,,,SE,Södermanlands län,Oxelösund,58.6723296080458,17.1058079917963,,L6 district
Sweden,Södermanland,Ripsa,,,SE,Södermanlands län,Nyköping,58.9825323384691,16.9351123123426,,L6 district
Sweden,Södermanland,Runtuna,,,SE,Södermanlands län,Nyköping,58.8916365675123,17.0471197035534,,L6 district
Sweden,Södermanland,Råby-Rekarne,,,SE,Södermanlands län,Eskilstuna,59.3779730128004,16.3062124004524,,L6 district
Sweden,Södermanland,Råby-Rönö,,,SE,Södermanlands län,Nyköping,58.8682150010479,16.8969814733767,,L6 district
Sweden,Södermanland,Salem,,,SE,Stockholms län,Salem,59.2190337963842,17.773548576068,,L6 district
Sweden,Södermanland,Saltsjöbaden,,,SE,Stockholms län,Nacka,59.2799052087209,18.2967788903801,,L6 district
Sweden,Södermanland,Sankt Mikael,,utbruten ur Huddinge; här ligger Vårby gård och Segeltorp,SE,Stockholms län,Huddinge,59.2777920990828,17.945095044096,utbruten ur Huddinge; här ligger Vårby gård och Segeltorp,L6 district
Sweden,Södermanland,Skarpnäck,,,SE,Stockholms län,Stockholm,59.2925308482537,18.1205820776445,,L6 district
Sweden,Södermanland,Skärholmen,,,SE,Stockholms län,Stockholm,59.2769583971923,17.9091401223033,,L6 district
Sweden,Södermanland,Sköldinge,,,SE,Södermanlands län,Katrineholm,59.0370257533043,16.43814273922,,L6 district
Sweden,Södermanland,Sorunda,,,SE,Stockholms län,Nynäshamn,59.0093035008637,17.8169229371464,,L6 district
Sweden,Södermanland,Stenkvista,,,SE,Södermanlands län,Eskilstuna,59.315049990806,16.535004475536,,L6 district
Sweden,Södermanland,Stigtomta,,,SE,Södermanlands län,Nyköping,58.7960078959011,16.7950191872175,,L6 district
Sweden,Södermanland,Stockholm,,del av Stockholms domkyrkofg + Högalid + Katarina + Maria Magdalena + Sofia; koordinat = Kataraina kyrka,SE,Stockholms län,Stockholm,59.317547215406,18.0815900287866,del av Stockholms domkyrkofg + Högalid + Katarina + Maria Magdalena + Sofia; koordinat = Kataraina kyrka,L6 district
Sweden,Södermanland,Stora Malm,,,SE,Södermanlands län,Katrineholm,58.9685265586609,16.3643604777366,,L6 district
Sweden,Södermanland,Strängnäs,,Strängnäs domkyrkofg,SE,Södermanlands län,Strängnäs,59.3760717658807,17.0371518293577,Strängnäs domkyrkofg,L6 district
Sweden,Södermanland,Sundby,,,SE,Södermanlands län,Eskilstuna,59.4338536882985,16.639134307247,,L6 district
Sweden,Södermanland,Svärta,,,SE,Södermanlands län,Nyköping,58.8203409617612,17.0849142244926,,L6 district
Sweden,Södermanland,Södertälje,,,SE,Stockholms län,Södertälje,59.1989552158239,17.6291562626535,,L6 district
Sweden,Södermanland,Taxinge,,,SE,Stockholms län,Nykvarn,59.243237177945,17.3089280235925,,L6 district
Sweden,Södermanland,Toresund,,,SE,Södermanlands län,Strängnäs,59.3435196736307,17.2309747163685,,L6 district
Sweden,Södermanland,Torpa,,,SE,Västmanlands län,Kungsör,59.4224099103185,16.1897263878058,,L6 district
Sweden,Södermanland,Torshälla,,,SE,Södermanlands län,Eskilstuna,59.4225402837424,16.4713982405901,,L6 district
Sweden,Södermanland,Torö,,,SE,Stockholms län,Nynäshamn,58.8405583623412,17.8453302787273,,L6 district
Sweden,Södermanland,Trosa stadsförsamling,,,SE,Södermanlands län,Trosa,58.8984436738972,17.547552551366,,L6 district
Sweden,Södermanland,Trosa-Vagnhärad,,fd Trosa landsförsamling + fd Vagnhärad,SE,Södermanlands län,Trosa,58.9391818070964,17.518276965218,fd Trosa landsförsamling + fd Vagnhärad,L6 district
Sweden,Södermanland,Trångsund,,utbruten ur Huddinge,SE,Stockholms län,Huddinge,59.2182610460166,18.1548841226206,utbruten ur Huddinge,L6 district
Sweden,Södermanland,Tullinge,,,SE,Stockholms län,Botkyrka,59.2128429301459,17.8852665924572,,L6 district
Sweden,Södermanland,Tumba,,,SE,Stockholms län,Botkyrka,59.2061383757621,17.8297521961555,,L6 district
Sweden,Södermanland,Tumbo,,,SE,Södermanlands län,Eskilstuna,59.4264273888141,16.3421630192401,,L6 district
Sweden,Södermanland,Tuna,,,SE,Södermanlands län,Nyköping,58.7377614296808,16.8407954517886,,L6 district
Sweden,Södermanland,Tunaberg,,,SE,Södermanlands län,Nyköping,58.6451208266787,16.9050828814523,,L6 district
Sweden,Södermanland,Turinge,,,SE,Stockholms län,Nykvarn,59.1964713780601,17.4445264461041,,L6 district
Sweden,Södermanland,Tveta,,,SE,Stockholms län,Södertälje,59.1596205637534,17.6048054446002,,L6 district
Sweden,Södermanland,Tyresö,,,SE,Stockholms län,Tyresö,59.2370858023514,18.3049112329319,,L6 district
Sweden,Södermanland,Tystberga,,,SE,Södermanlands län,Nyköping,58.867497554295,17.2611787529176,,L6 district
Sweden,Södermanland,Utö,,,SE,Stockholms län,Haninge,58.9579990812274,18.2940706658326,,L6 district
Sweden,Södermanland,Vadsbro,,,SE,Södermanlands län,Flen,58.977310223586,16.5717389712358,,L6 district
Sweden,Södermanland,Vallby,,,SE,Södermanlands län,Eskilstuna,59.4225131074157,16.5686308612594,,L6 district
Sweden,Södermanland,Vansö,,,SE,Södermanlands län,Strängnäs,59.4067775213434,16.9430417793755,,L6 district
Sweden,Södermanland,Vantör,,,SE,Stockholms län,Stockholm,59.2646348727834,18.0424520286494,,L6 district
Sweden,Södermanland,Vrena,,,SE,Södermanlands län,Nyköping,58.8607189429238,16.7038560847422,,L6 district
Sweden,Södermanland,Västerhaninge,,,SE,Stockholms län,Haninge,59.121842309067,18.1124375549068,,L6 district
Sweden,Södermanland,Västerljung,,,SE,Södermanlands län,Trosa,58.9227630781803,17.4520317482703,,L6 district
Sweden,Södermanland,Västermo,,,SE,Södermanlands län,Eskilstuna,59.2915151345203,16.0826119696163,,L6 district
Sweden,Södermanland,Västertälje,,,SE,Stockholms län,Södertälje,59.1957243308204,17.5875162458407,,L6 district
Sweden,Södermanland,Västra Vingåker,,,SE,Södermanlands län,Vingåker,59.0535915598742,15.8811791724395,,L6 district
Sweden,Södermanland,Vårdinge,,,SE,Stockholms län,Södertälje,59.0295901186978,17.3623157679758,,L6 district
Sweden,Södermanland,Ytterjärna,,,SE,Stockholms län,Södertälje,59.0762510958751,17.6208551009821,,L6 district
Sweden,Södermanland,Ytterselö,,,SE,Södermanlands län,Strängnäs,59.3774254394703,17.26019708117,,L6 district
Sweden,Södermanland,Ärla,,,SE,Södermanlands län,Eskilstuna,59.25891444954,16.5930369695387,,L6 district
Sweden,Södermanland,Åker,,,SE,Södermanlands län,Strängnäs,59.277785358707,17.1062600785635,,L6 district
Sweden,Södermanland,Årdala,,,SE,Södermanlands län,Flen,58.9942586776901,16.8324035382191,,L6 district
Sweden,Södermanland,Öja,,,SE,Södermanlands län,Eskilstuna,59.2870215945032,16.1626617288046,,L6 district
Sweden,Södermanland,Ösmo,,,SE,Stockholms län,Nynäshamn,58.982690577947,17.9165219816815,,L6 district
Sweden,Södermanland,Österhaninge,,,SE,Stockholms län,Haninge,59.1275853386376,18.1731382800754,,L6 district
Sweden,Södermanland,Östertälje,,,SE,Stockholms län,Södertälje,59.1852323751195,17.6679394320666,,L6 district
Sweden,Södermanland,Österåker,,,SE,Södermanlands län,Vingåker,59.1227013833208,15.9927056833904,,L6 district
Sweden,Södermanland,Östra Vingåker,,,SE,Södermanlands län,Katrineholm,58.9692915730796,16.1162616799198,,L6 district
Sweden,Södermanland,Överjärna,,,SE,Stockholms län,Södertälje,59.0880825567952,17.5690085989362,,L6 district
Sweden,Södermanland,Överselö,,,SE,Södermanlands län,Strängnäs,59.4195464271159,17.134373964137,,L6 district
Sweden,Södermanland / Uppland,,Sth,,SE,,,,,,L5 province
Sweden,Södermanland / Uppland,Stockholm,,för uppgifter som inte kan placeras på resp. landskap; koordinat = Storkyrkan,SE,Stockholms län,Stockholm,59.3261949501756,18.0733983544898,för uppgifter som inte kan placeras på resp. landskap; koordinat = Storkyrkan,L6 district
Sweden,Torne lappmark,,TL,,SE,,,,,,L5 province
Sweden,Torne lappmark,Jukkasjärvi,,,SE,Norrbottens län,Kiruna,67.8535389919386,20.2373585869144,,L6 district
Sweden,Torne lappmark,Karesuando,,,SE,Norrbottens län,Kiruna,68.4433492104834,22.4859440062056,,L6 district
Sweden,Torne lappmark,Vittangi,,,SE,Norrbottens län,Kiruna,67.6774331128827,21.6530663312987,,L6 district
Sweden,Uppland,,Upl,,SE,,,,,,L5 province
Sweden,Uppland,Adelsö,,,SE,Stockholms län,Ekerö,59.3605382207118,17.5348391368287,,L6 district
Sweden,Uppland,Almunge,,,SE,Uppsala län,Uppsala,59.8672003958502,18.0719181196625,,L6 district
Sweden,Uppland,Alsike,,,SE,Uppsala län,Knivsta,59.7332121320361,17.6869601210414,,L6 district
Sweden,Uppland,Altuna,,,SE,Uppsala län,Enköping,59.8198947309655,16.9349340888842,,L6 district
Sweden,Uppland,Alunda,,,SE,Uppsala län,Östhammar,60.0606271679826,18.0713625620912,,L6 district
Sweden,Uppland,Angarn,,,SE,Stockholms län,Vallentuna,59.5370980128525,18.1721243679299,,L6 district
Sweden,Uppland,Balingsta,,,SE,Uppsala län,Uppsala,59.7644988848355,17.4284117365326,,L6 district
Sweden,Uppland,Barkarby,,"fd Järfälla exkl Jakobsberg, Kallhäll och Viksjö",SE,Stockholms län,Järfälla,59.4093076746174,17.8746314121529,"fd Järfälla exkl Jakobsberg, Kallhäll och Viksjö",L6 district
Sweden,Uppland,Biskopskulla,,,SE,Uppsala län,Enköping,59.7328286870249,17.2007121911007,,L6 district
Sweden,Uppland,Björklinge,,,SE,Uppsala län,Uppsala,60.0275351954454,17.5561211070697,,L6 district
Sweden,Uppland,Björkö-Arholma,,,SE,Stockholms län,Norrtälje,59.864532720696,19.0375549274076,,L6 district
Sweden,Uppland,Bladåker,,,SE,Uppsala län,Uppsala,60.0007974905389,18.2611288868963,,L6 district
Sweden,Uppland,Blidö,,,SE,Stockholms län,Norrtälje,59.6153298819073,18.892641440362,,L6 district
Sweden,Uppland,Boglösa,,,SE,Uppsala län,Enköping,59.5967162791757,17.1809993159218,,L6 district
Sweden,Uppland,Boo,,,SE,Stockholms län,Nacka,59.336497413694,18.2921635433287,,L6 district
Sweden,Uppland,Bred,,,SE,Uppsala län,Enköping,59.6824861363603,16.8526035141323,,L6 district
Sweden,Uppland,Bro,,,SE,Stockholms län,Upplands-Bro,59.5066071089634,17.6301639021814,,L6 district
Sweden,Uppland,Bromma,,,SE,Stockholms län,Stockholm,59.3548890973978,17.9242966809264,,L6 district
Sweden,Uppland,Bälinge,,,SE,Uppsala län,Uppsala,59.9466854523617,17.5325677282769,,L6 district
Sweden,Uppland,Börje,,,SE,Uppsala län,Uppsala,59.884514771479,17.503584089616,,L6 district
Sweden,Uppland,Börstil,,,SE,Uppsala län,Östhammar,60.2447367116124,18.3472639646748,,L6 district
Sweden,Uppland,Dalby,,,SE,Uppsala län,Uppsala,59.7603104194461,17.576418055332,,L6 district
Sweden,Uppland,Danderyd,,,SE,Stockholms län,Danderyd,59.4077240875854,18.0400504718301,,L6 district
Sweden,Uppland,Danmark,,,SE,Uppsala län,Uppsala,59.8335148719358,17.7480508937615,,L6 district
Sweden,Uppland,Dannemora,,,SE,Uppsala län,Östhammar,60.1846697122282,17.8172681655936,,L6 district
Sweden,Uppland,Djurö,,,SE,Stockholms län,Värmdö,59.3056911537073,18.6929686491564,,L6 district
Sweden,Uppland,Ed,,,SE,Stockholms län,Upplands-Väsby,59.5084442800725,17.8715933746969,,L6 district
